ID,FREQ,LENGTH,INCLANES,DECLANES,WIDTH,MIMEDSH,MXMEDSH,SPEED,URB,FC,AADT,SINGLE,DOUBLE,TRAIN,PEAKHR,GRADEBR,MIGRADE,MXGRADE,MXGRDIFF,TANGENT,CURVES,MINRAD,ACCESS,MEDWIDTH,FRICTION,ADTLANE,SLOPE,INTECHAG,AVEPRE,AVESNOW,LOWPRE,GBRPM,EXPOSE,INTPM,CPM,HISNOW
243,17,9.32,2,2,48,3,4,55,0,1,4805,4.72,6.19,2.43,7.35,27,0.2,-5,6.05,0.61,14,1200,1,5,51.7,1201,0,0,1.63,4.16,1,2.325581395,0.059807367,0,0,0
244,5,2.4,2,2,48,4,4,55,0,1,7558,4.39,4.76,1.76,12.1,5,0.02,-2.91,3.52,0.07,7,2000,1,2,43.7,1890,0,0,1.63,4.16,1,1.492537313,0.062404269,0,0,0
245,1,0.91,2,2,48,4,4,55,1,1,7601,4.9,4.35,1.67,8.42,3,0.25,-1.21,1.46,0.55,0,0,1,3,46,1900,0,0,1.63,4.16,0,4.195804196,0.06430424,0,0,1
246,2,1.43,2,2,48,4,4,55,1,1,12320,3.88,2.84,1.17,8.34,6,0.91,4.67,6.93,0.12,0,0,1,2,46,3080,0,0,1.63,4.16,0,3.571428571,0.061252548,0,3.571428571,0
247,56,1.96,4,3,84,6,10,55,1,5,79848,2.9,5.46,1.68,10.2,3,0.5,-2.29,1.64,0.02,3,3000,2,5,40.3,11407,1,1,3.18,0.67,0,5.263157895,0.189252683,1.754385965,1.754385965,1
248,48,4.18,3,3,72,4,6,55,1,5,70887,2.9,5.46,1.68,10.2,6,-0.1,2.52,3.17,0.85,5,4000,2,5,41.9,11815,1,2,3.18,0.67,0,3.125,0.007818592,0,3.125,1
249,2,0.56,2,2,48,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,2,-0.5,-2.43,1.93,0.25,2,2500,2,5,41.9,7492,1,0,3.18,0.67,0,1.818181818,0.05058097,0,1.818181818,1
250,4,0.72,2,2,48,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,1,-1.74,-2.59,0.85,0.07,1,6000,2,5,40.5,7492,0,0,3.18,0.67,0,3.448275862,0.125283002,1.149425287,2.298850575,1
251,10,1,2,2,62,4,4,55,1,5,29967,4.45,9.58,3.31,10.2,2,-1.08,3,1.92,0.3,2,2000,2,5,40,7492,1,1,3.18,0.67,0,5.769230769,0.085577024,1.923076923,1.923076923,0
252,43,4.55,2,2,48,3,3,55,1,1,43014,2.24,1.61,0.12,12.2,6,0,-0.83,1.61,0.24,5,6367,1,5,55.3,10754,2,2,0.44,0,1,1.754385965,0.063351225,1.754385965,0,0
253,5,0.52,2,2,48,4,4,50,1,1,23771,2.4,0.7,0.1,8.96,0,-3.2,-3.2,0,5.32,0,0,0,1,58,5943,0,1,5.22,1.09,1,1.666666667,0.02064294,0,5,0
254,27,18.57,2,2,48,4,8,55,1,1,9345,5,13.5,6.1,7.72,23,0,-3.71,5.38,2.52,10,2200,1,5,41.9,2336,0,0,0.44,0,1,0,0.017890548,0,1.923076923,0
255,24,0.54,3,3,72,4,10,55,1,5,149113,3.26,2.62,0.24,9.5,2,-0.69,-5.05,4.36,0.75,2,2050,2,5,41,24852,3,0,3.37,1.12,1,1.587301587,0.021990119,1.587301587,1.587301587,0
256,0,1.38,4,3,84,6,10,55,1,5,161671,3.08,2.03,0.21,9.5,1,0.37,3.67,3.3,0.23,3,3820,2,3,48.5,23096,0,0,3.37,1.12,1,3.921568627,0.020046494,0,0,0
257,0,1.35,3,3,72,6,6,55,1,5,142656,3.08,2.03,0.21,9.5,2,0.36,-3.4,3.88,0.65,1,6001,2,2,49,23776,0,1,3.37,1.12,1,2.040816327,0.030425962,0,0,0
258,0,1.47,3,3,72,6,6,55,1,5,144914,3.08,2.03,0.21,9.5,2,0.37,-2.2,3.8,0.31,2,4298,2,2,50.5,24152,0,1,3.37,1.12,1,1.470588235,0.020593154,0,2.941176471,0
259,0,0.87,3,3,99,6,6,55,1,5,117614,3.08,2.03,0.21,9.5,2,0.86,-2.9,5.73,0.88,2,4298,2,5,50.5,19602,0,1,3.37,1.12,1,2.678571429,0.033918136,0,0,0
260,5,0.9,3,3,72,6,6,55,1,5,110272,3.08,2.03,0.21,9.5,2,0.59,2.18,3.18,0.03,1,7639,2,5,52,18379,1,0,3.37,1.12,0,3.296703297,0.025246722,0,0,1
261,0,0.56,3,3,72,6,6,55,1,5,110272,3.08,2.03,0.21,9.5,1,-1.01,1.94,0.93,0.48,1,11460,2,2,51,18379,0,1,3.37,1.12,1,0,0.036141059,0,2.816901408,1
262,2,0.57,2,2,48,6,6,55,1,5,90965,3.3,2.3,0.3,9.5,3,1.04,2.88,1.1,0.06,1,3200,2,3,49,22741,0,1,3.37,1.12,0,2.205882353,0.402113784,0,1.838235294,0
263,8,0.71,2,2,48,6,6,55,1,5,88382,3.3,2.3,0.3,9.5,1,1.68,-2.4,0.72,0.81,1,2600,2,5,49.5,22096,1,1,3.37,1.12,0,1.639344262,0.09017993,1.639344262,3.278688525,0
264,66,2.63,2,2,62,6,6,55,1,5,88382,3.3,2.3,0.3,9.5,8,1,3.43,3.9,0.56,4,2000,2,5,49.8,22096,2,1,3.37,1.12,0,2.352941176,0.10817797,1.176470588,2.352941176,0
265,27,1.96,2,2,48,4,8,55,1,2,45805,3,3.1,0.8,7.8,3,-0.13,1.11,1.01,0.62,3,1433,2,2,49.5,11451,0,2,5.13,0.83,1,0,0.024956839,0,0,0
266,4,0.61,2,2,48,4,4,55,1,1,70880,4,3.6,0.7,9.6,1,0.2,1.44,0.92,0.4,1,5730,2,2,52.5,17720,0,1,3.91,0,1,0,0.033324135,0,3.846153846,0
267,29,1.23,2,2,48,4,4,55,1,1,52551,3.36,3.41,1.01,8.37,1,-0.23,0.93,0.94,0.66,3,2865,2,2,55.5,13138,0,1,3.91,0,1,5.172413793,0.038309232,0,1.724137931,0
268,34,2.02,2,2,48,4,4,55,1,1,49043,3.36,3.41,1.01,8.3,3,0.2,0.93,0.73,0.4,3,5730,2,2,54,12261,0,1,4.03,0,1,1.25,0.05563476,0,1.25,0
269,11,1.32,2,2,48,4,4,55,1,1,51299,3.36,3.41,1.01,8.5,1,0.26,-1.56,1.3,1.29,1,1500,2,5,56,12825,0,2,4.03,0,0,3.157894737,0.22978429,1.052631579,1.052631579,1
270,37,1.27,2,2,48,6,6,55,1,1,47827,3.36,3.41,1.01,8.39,1,0.7,-5.5,6.2,2.38,2,1500,2,3,50,11957,0,2,4.43,0.73,0,20,0.03285,0,4.444444444,0
271,17,1.02,2,2,48,4,6,55,1,1,55518,3.76,4.28,1.06,7.9,3,-0.2,3.82,4.97,1.24,2,1500,2,3,49,13880,0,1,4.03,0,0,0.724637681,0.814336827,0,2.173913043,1
272,14,0.58,2,2,48,4,4,55,1,1,55321,3.79,3.91,1.06,7.8,2,0.6,-2.5,3.1,0.77,1,2500,2,3,49,13830,0,1,4.03,0,0,1.481481481,0.70293744,0.740740741,0.740740741,1
273,0,0.58,2,2,48,10,10,55,1,1,77379,2.65,0.55,0,8.1,2,-2.77,-4.09,7.8,0.23,2,1931,2,3,46.5,19345,0,1,3.37,1.12,0,1.360544218,0.777536067,0.680272109,1.360544218,1
274,0,2.45,2,2,48,4,4,55,1,1,77379,2.64,0.57,0.03,8.1,5,-0.32,-5.1,2.03,0.41,3,2250,2,3,50.8,19345,0,2,3.37,1.12,0,2.298850575,0.373483257,1.149425287,2.298850575,1
275,28,1.86,2,2,48,4,4,55,1,1,30347,3.9,1.7,0.2,9.13,5,-0.02,3.02,2.98,0.13,4,1910,2,2,56.5,7587,1,2,3.37,1.12,0,1.785714286,0.225395968,1.785714286,1.785714286,1
276,11,1.06,2,2,48,4,4,55,1,1,31186,1.9,4.6,0.5,9.2,3,0,6.72,6.7,0.28,3,1469,2,2,52,7797,1,1,3.37,1.12,0,3.448275862,0.163811343,1.724137931,3.448275862,1
277,3,0.98,2,2,48,4,4,55,1,1,34757,1.97,4.16,1.29,8.6,1,-0.87,4.02,4.89,0.71,3,1010,2,2,53.5,8689,0,0,3.73,1.13,0,2.040816327,0.691961708,0.816326531,1.224489796,1
