ID,FREQ,ROUTE,LENGTH,INCLANES,DECLANES,WIDTH,MIMEDSH,MXMEDSH,SPEED,URB,FC,AADT,SINGLE,DOUBLE,TRAIN,PEAKHR,GRADEBR,MIGRADE,MXGRADE,MXGRDIFF,TANGENT,CURVES,MINRAD,ACCESS,MEDWIDTH,FRICTION,ADTLANE,SLOPE,INTECHAG,AVEPRE,AVESNOW,LANEADT,LNLANADT,LNAADT,DENSITY,LOWFRI,MEDFRI,HIFRI,CURVMILE,LOWCVMIL,MEDCVMIL,HICVMIL,TRUCK,NOTRUCK,MED030,MED3040,MED4050,MED5060,MED60,SPEED1,SPEED2,SPEED3,SPEED4,LOCAL,INTSTATE,NONE,PARTIAL,FULL,FLAT,SLIGHT,MEDIUM,SLPFLAT,SLPMED,LOWPRE,MEDPRE,HIPRE,NORSNOW,HISNOW,LANEWID,NLANWID,WLANWID,EXPOSE,CPM,INTPM,GBRPM,const
124,2,82,1.02,2,2,48,4,4,65,0,5,12159,4.4,12.9,3.2,12.3,3,-1.55,-5,2.86,0.56,2,1600,2,5,61.5,3040,0,0,0.51,0.28,3039.75,8.0195306,9.4058249,2980.147059,0,0,1,1.9607843,0,1,0,20.5,249259.5,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.045268,1.9607843,0,2.9411765,1
125,13,82,3.84,2,2,62,4,4,65,0,5,12159,4.4,12.9,3.2,12.3,4,-0.16,-3.97,2.3,0.04,3,1500,2,5,61,3040,0,2,0.51,0.28,3039.75,8.0195306,9.4058249,791.6015625,0,0,1,0.78125,0,1,0,20.5,249259.5,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0645161,1,0,0.1704205,0.78125,0.5208333,1.0416667,1
126,6,82,1.35,2,2,48,4,4,65,0,5,16170,4.4,12.9,3.2,12.3,3,-0.08,-2.05,1.97,0.38,3,1146,2,3,56,4043,0,2,0.51,0.28,4042.5,8.3046186,9.690913,2994.444444,0,0,1,2.2222222,0,1,0,20.5,331485,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0796777,2.2222222,1.4814815,2.2222222,1
127,9,82,1.49,2,2,48,4,4,55,1,5,15830,4.76,9.73,2.77,8.6,5,0.8,3,5.92,0.39,3,2865,2,3,38.8,3958,0,1,0.51,0.28,3957.5,8.2833678,9.6696622,2656.040269,0,1,0,2.0134228,0,1,0,17.26,273225.8,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0860915,2.0134228,0.6711409,3.3557047,1
128,1,82,0.57,2,2,48,4,4,55,1,5,30450,5.48,7.93,1.9,8.05,1,-0.11,1.5,1.86,0.38,0,0,2,3,38.8,7613,0,1,0.51,0.28,7612.5,8.9375469,10.3238413,13355.26316,0,1,0,0,1,0,0,15.31,466189.5,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0633512,0,1.754386,1.754386,1
129,37,82,4.66,2,2,76,4,4,55,1,5,35375,4.54,6.54,1.74,12.08,9,0,-2.26,4.02,0.9,7,2865,2,2,43.6,8844,1,3,0.51,0.28,8843.75,9.0874663,10.4737606,1897.800429,0,1,0,1.5021459,0,1,0,12.82,453507.5,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.0526316,1,0,0.6016934,1.5021459,0.6437768,1.9313305,1
130,3,82,0.53,2,2,54,4,4,65,0,5,19776,3.5,7.5,2,10.5,2,-0.28,-0.97,0.68,0.19,1,1800,2,2,42,4944,1,0,0.51,0.28,4944,8.50593,9.8922244,9328.301887,0,1,0,1.8867925,0,1,0,13,257088,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.0740741,1,0,0.0382567,1.8867925,0,3.7735849,1
131,6,82,1.2,2,2,48,4,4,65,0,5,19776,3.5,7.5,2,10.5,1,0.67,1.14,1.54,0.94,3,1800,2,5,45.5,4944,0,1,0.51,0.28,4944,8.50593,9.8922244,4120,0,1,0,2.5,0,1,0,13,257088,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0866189,2.5,0.8333333,0.8333333,1
132,2,82,1.18,2,2,48,4,4,65,0,5,19776,3.49,7.53,1.95,10.5,1,1.14,-2.52,3.66,0.53,3,3000,2,5,46.5,4944,0,1,0.55,0.39,4944,8.50593,9.8922244,4189.830509,0,1,0,2.5423729,0,0,1,12.97,256494.72,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0851752,2.5423729,0.8474576,0.8474576,1
133,33,82,13.94,2,2,62,4,4,65,0,5,17301,3.8,8.43,2.68,10.5,12,-0.1,-2.52,3.27,0.15,16,2400,2,5,46.1,4325,1,4,0.55,0.39,4325.25,8.3722252,9.7585196,310.2761836,0,1,0,1.1477762,0,1,0,14.91,257957.91,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.0645161,1,0,0.8802922,1.1477762,0.286944,0.8608321,1
134,10,82,2.85,2,2,62,4,4,65,0,5,14867,4.2,8.55,2.5,10.1,6,0.1,-1.69,2.53,0.31,3,4500,2,5,45.3,3717,0,1,0.58,0.19,3716.75,8.2206049,9.6068993,1304.122807,0,1,0,1.0526316,0,1,0,15.25,226721.75,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0645161,1,0,0.154654,1.0526316,0.3508772,2.1052632,1
135,28,82,8.31,2,2,62,4,4,65,0,5,14867,4.2,8.55,2.5,10.1,10,0.05,-3,3.16,0.75,8,2500,2,5,47,3717,0,2,0.38,0.17,3716.75,8.2206049,9.6068993,447.2623345,0,1,0,0.9626955,0,1,0,15.25,226721.75,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0645161,1,0,0.4509384,0.9626955,0.2406739,1.2033694,1
136,9,82,3.78,2,2,48,4,4,65,1,5,12643,5.08,10.58,3.08,10.1,5,0,-2.73,2.66,1.08,5,2400,2,5,47,3161,0,1,0.38,0.17,3160.75,8.0585646,9.444859,836.1772487,0,1,0,1.3227513,0,1,0,18.74,236929.82,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.1744355,1.3227513,0.2645503,1.3227513,1
137,4,82,1.6,2,2,48,4,4,65,0,5,12743,5,11.9,4.1,10.1,4,0.55,3,4.66,0.87,4,2600,2,5,50,3186,0,1,0.38,0.17,3185.75,8.066443,9.4527374,1991.09375,0,0,1,2.5,0,1,0,21,267603,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0744191,2.5,0.625,2.5,1
138,3,82,1.6,2,2,62,4,5,65,1,5,10285,4.98,11.92,4.1,10.1,2,0.69,1.65,1.73,0.1,1,5000,2,5,45.3,2571,0,1,0.38,0.17,2571.25,7.8521474,9.2384418,1607.03125,0,1,0,0.625,0,1,0,21,215985,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0645161,1,0,0.0600644,0.625,0.625,1.25,1
139,7,82,4.06,2,2,48,5,5,65,0,5,11022,5,11.3,3.9,10.1,5,0.04,-3.47,5.12,0.09,4,2700,2,5,43.9,2756,0,1,0.38,0.17,2755.5,7.9213542,9.3076486,678.6945813,0,1,0,0.9852217,0,1,0,20.2,222644.4,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.163335,0.9852217,0.2463054,1.2315271,1
140,10,82,3.47,2,2,48,4,5,65,0,5,11158,4.05,11.49,3.7,10.1,2,-0.6,-3.47,2.63,0.57,2,2800,2,5,48,2790,0,1,0.53,0,2789.5,7.9336176,9.319912,803.8904899,0,1,0,0.5763689,0,1,0,19.24,214679.92,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.1413216,0.5763689,0.2881844,0.5763689,1
141,10,82,2.43,2,2,48,4,4,65,0,5,9156,1.95,10.76,2.85,11.6,4,-0.1,4.5,6.47,0.61,2,2200,2,5,52,2289,1,1,0.53,0,2289,7.7358703,9.1221647,941.9753086,0,0,1,0.8230453,0,1,0,15.56,142467.36,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0812091,0.8230453,0.4115226,1.6460905,1
142,1,82,0.6,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,1,-4.22,4.5,8.77,0.85,3,2600,2,5,52,2357,3,0,0.53,0,2356.5,7.7649327,9.1512271,3927.5,0,0,1,5,0,0,1,15.56,146668.56,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0833333,1,0,0.0206429,5,0,1.6666667,1
143,1,82,0.52,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,0,-4.22,-4.22,0,0.64,1,2600,2,5,52,2357,2,0,0.53,0,2356.5,7.7649327,9.1512271,4531.730769,0,0,1,1.9230769,0,1,0,15.56,146668.56,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.0178905,1.9230769,0,0,1
144,6,82,1.88,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,4,-0.41,-4.22,5.97,0.44,1,2600,2,5,54,2357,2,1,0.53,0,2356.5,7.7649327,9.1512271,1253.457447,0,0,1,0.5319149,0,1,0,15.56,146668.56,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.0646812,0.5319149,0.5319149,2.1276596,1
145,9,82,3.4,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,5,-0.11,2.74,2.59,0.53,3,8000,2,2,46.8,2357,0,1,0.53,0,2356.5,7.7649327,9.1512271,693.0882353,0,1,0,0.8823529,0,1,0,15.56,146668.56,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.1169767,0.8823529,0.2941176,1.4705882,1
146,2,82,0.5,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,0,1.2,1.39,0.19,0.95,2,5000,2,3,47,2357,2,0,0.53,0,2356.5,7.7649327,9.1512271,4713,0,1,0,4,0,0,1,15.56,146668.56,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.0172025,4,0,0,1
147,4,82,3,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,7,-0.89,-5.01,4.1,0.3,4,5000,2,5,44.3,2357,1,1,0.53,0,2356.5,7.7649327,9.1512271,785.5,0,1,0,1.3333333,0,1,0,15.56,146668.56,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0.0833333,1,0,0.1032147,1.3333333,0.3333333,2.3333333,1
148,2,82,0.56,2,2,48,4,4,65,0,5,10679,1.95,10.76,2.85,11.6,1,0.29,-4.38,4.67,0.78,1,11000,2,3,53.5,2670,0,0,0.53,1.04,2669.75,7.8897401,9.2760345,4767.410714,0,0,1,1.7857143,0,1,0,15.56,166165.24,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0833333,1,0,0.0218279,1.7857143,0,1.7857143,1
149,16,82,5.91,2,2,48,4,4,65,0,5,10679,1.95,10.76,2.85,11.6,6,0.43,4.9,4.32,1.33,4,2800,2,5,55.6,2670,0,2,0.53,1.04,2669.75,7.8897401,9.2760345,451.7343486,0,0,1,0.676819,0,1,0,15.56,166165.24,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0833333,1,0,0.230362,0.676819,0.3384095,1.0152284,1
150,3,82,1.96,2,2,62,4,4,65,0,5,11654,1.95,10.76,2.85,11.6,0,-0.5,-0.98,0.48,0,3,5500,2,5,51.8,2914,0,2,0.53,1.04,2913.5,7.9771104,9.3634047,1486.479592,0,0,1,1.5306122,0,1,0,15.56,181336.24,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0645161,1,0,0.0833727,1.5306122,1.0204082,0,1
151,4,82,4.4,2,2,62,4,4,65,0,5,3917,4.4,14,1.8,11.6,4,-0.5,-3.75,7.43,0.36,2,5000,2,5,51.5,979,0,2,0.53,1.04,979.25,6.886787,8.2730813,222.5568182,0,0,1,0.4545455,1,0,0,20.2,79123.4,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0645161,1,0,0.062907,0.4545455,0.4545455,0.9090909,1
152,4,82,4.48,2,2,48,4,4,65,0,5,4661,4.44,13.99,1.81,11.6,5,0,3.68,3.68,1.65,2,4500,2,5,52.4,1165,0,2,0.53,1.04,1165.25,7.0606909,8.4469853,260.1004464,0,0,1,0.4464286,1,0,0,20.24,94338.64,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0833333,1,0,0.0762167,0.4464286,0.4464286,1.1160714,1
153,14,82,3.03,2,2,48,4,4,65,0,5,9094,4.6,17.8,4.9,11.6,4,0.42,4,3.46,1.73,2,5000,2,5,50,2274,3,1,0.53,1.04,2273.5,7.7290758,9.1153701,750.330033,0,0,1,0.660066,0,1,0,27.3,248266.2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0833333,1,0,0.1005751,0.660066,0.330033,1.320132,1
154,6,82,4.63,2,2,48,4,4,65,0,5,10532,4.6,17.8,4.9,11.5,6,-1.15,-3.94,5.25,0.99,5,6000,2,5,47.9,2633,2,1,0.5,0,2633,7.8758792,9.2621735,568.6825054,0,1,0,1.0799136,0,1,0,27.3,287523.6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.1779855,1.0799136,0.2159827,1.2958963,1
155,12,82,8.82,2,2,48,4,4,65,0,5,10532,4.6,17.8,4.9,11.5,12,-0.03,-3.9,3.15,2.05,8,4000,2,5,44.9,2633,2,2,0.5,0,2633,7.8758792,9.2621735,298.5260771,0,1,0,0.9070295,0,1,0,27.3,287523.6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.3390567,0.9070295,0.2267574,1.3605442,1
156,58,90,1.47,4,3,84,10,11,55,1,5,115885,2.6,1.4,0.1,9.6,2,-0.15,4,3.49,0.48,2,3500,2,4,47.5,16555,0,1,3.37,1.12,16555,9.7144434,11.6603536,11261.90476,0,1,0,1.3605442,0,1,0,4.1,475128.5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.621781,1.3605442,0.6802721,1.3605442,1
157,7,90,0.93,4,3,84,10,11,55,1,5,59822,3.12,3.43,0.49,9.6,2,-0.15,-2.48,2.33,1.29,1,3500,2,5,51,8546,2,1,3.37,1.12,8546,9.0532186,10.9991288,9189.247312,0,0,1,1.0752688,0,1,0,7.04,421146.88,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.0833333,1,0,0.2030658,1.0752688,1.0752688,2.1505376,1
158,10,90,0.72,4,3,104,10,11,55,1,5,81252,3.2,3.43,0.49,9.6,2,-0.36,-3.17,2.71,0.39,1,3800,2,5,53.5,11607,2,0,5.92,0.72,11607.42857,9.3594006,11.3053107,16121.42857,0,0,1,1.3888889,0,1,0,7.12,578514.24,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0.0673077,1,0,0.2135303,1.3888889,0,2.7777778,1
159,25,90,1.45,3,3,72,10,18,55,1,5,78006,3.2,3.43,0.49,9.6,3,0.27,0.79,1.19,0.1,3,2728,2,3,55,13001,0,1,5.92,0.72,13001,9.4727816,11.264541,8966.206897,0,0,1,2.0689655,0,1,0,7.12,555402.72,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0.0833333,1,0,0.4128468,2.0689655,0.6896552,2.0689655,1
160,3,90,0.79,4,3,84,6,10,55,1,5,36047,3.43,7.88,1.09,12.7,2,1.45,3.9,1.45,0.71,2,1900,2,4,47.5,5150,3,0,6.78,1.48,5149.571429,8.5466688,10.4925789,6518.444846,0,1,0,2.5316456,0,0,1,12.4,446982.8,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0833333,1,0,0.1039415,2.5316456,0,2.5316456,1
161,27,90,1.95,3,3,72,6,10,65,0,5,34946,3.43,7.88,1.09,12.7,3,0.24,-4.3,8.3,0.53,3,1900,2,3,48,5824,0,1,6.78,1.48,5824.333333,8.6697998,10.4615593,2986.837607,0,1,0,1.5384615,0,1,0,12.4,433330.4,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2487282,1.5384615,0.5128205,1.5384615,1
162,14,90,2.18,4,3,84,6,10,65,0,5,31350,3.43,7.88,1.09,12.7,1,1.5,4,2.5,0.3,3,2500,2,5,50.8,4479,2,1,6.78,1.48,4478.571429,8.4070594,10.3529695,2054.390564,0,0,1,1.3761468,0,1,0,12.4,388740,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.0833333,1,0,0.249452,1.3761468,0.4587156,0.4587156,1
163,8,90,0.97,3,3,72,6,6,65,0,5,34386,3.97,11.75,2.48,15.5,1,0.4,-1.28,1.68,0.84,1,4000,2,5,48,5731,0,0,10.98,6.75,5731,8.6536453,10.4454048,5908.247423,0,1,0,1.0309278,0,1,0,18.2,625825.2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1217436,1.0309278,0,1.0309278,1
164,11,90,1.47,3,3,72,6,8,65,0,5,33212,3.97,11.75,2.48,15.5,4,0.28,3.06,3.03,1.62,3,2492,2,5,45.8,5535,1,1,10.98,6.75,5535.333333,8.6189071,10.4106665,3765.53288,0,1,0,2.0408163,0,1,0,18.2,604458.4,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.178199,2.0408163,0.6802721,2.7210884,1
165,5,90,1.22,3,3,72,6,6,65,0,5,25933,3.97,11.75,2.48,15.5,2,0.03,1.98,1.95,0.11,2,8000,2,5,44,4322,2,1,10.98,6.75,4322.166667,8.3715121,10.1632716,3542.759563,0,1,0,1.6393443,0,1,0,18.2,471980.6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0.0833333,1,0,0.1154796,1.6393443,0.8196721,1.6393443,1
166,5,90,0.52,4,3,84,6,8,65,0,5,23983,3.97,11.75,2.48,15.5,1,1.14,5,3.6,0.35,2,2100,2,3,44,3426,1,0,10.98,6.75,3426.142857,8.1391904,10.0851005,6588.736264,0,1,0,3.8461538,0,0,1,18.2,436490.6,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0455197,3.8461538,0,1.9230769,1
167,7,90,1.62,4,3,84,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.94,3,3.99,0.17,2,4000,2,5,47.5,3399,0,0,10.98,6.75,3398.571429,8.1311105,10.0770206,2097.883598,0,1,0,1.2345679,0,1,0,18.2,432978,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1406703,1.2345679,0,1.2345679,1
168,7,90,1.48,3,3,72,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.4,3,2.6,0.23,4,1964,2,5,46.8,3965,0,0,10.98,6.75,3965,8.2852611,10.0770206,2679.054054,0,1,0,2.7027027,0,0,1,18.2,432978,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1285136,2.7027027,0,1.3513514,1
169,6,90,0.94,3,3,72,6,10,65,0,5,20394,3.97,11.75,2.48,15.5,1,1.3,1.82,0.52,0.43,2,6854,2,4,47.5,3399,2,1,0.51,0.28,3399,8.1312365,9.922996,3615.957447,0,1,0,2.1276596,0,1,0,18.2,371170.8,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.0699718,2.1276596,1.0638298,1.0638298,1
170,16,90,1.9,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,5,0,1.51,1.51,0.27,4,1146,2,5,44.5,5777,2,0,0.51,0.28,5776.5,8.6615532,10.0478476,3040.263158,0,1,0,2.1052632,0,1,0,20.58,475521.48,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0833333,1,0,0.1602401,2.1052632,0,2.6315789,1
171,47,90,4.31,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,8,0,-2.6,3.35,0.35,8,1146,2,5,44.6,5777,0,2,0.51,0.28,5776.5,8.6615532,10.0478476,1340.25522,0,1,0,1.8561485,0,1,0,20.58,475521.48,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.363492,1.8561485,0.4640371,1.8561485,1
172,8,90,1.3,2,2,48,4,4,65,0,5,19631,4.46,13.2,4.48,17,3,-0.44,-1.98,1.44,0.19,0,0,2,5,45.3,4908,0,2,0.51,0.28,4907.75,8.4985709,9.8848652,3775.192308,0,1,0,0,1,0,0,22.14,434630.34,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0931491,0,1.5384615,2.3076923,1
173,20,90,2.73,2,2,63,4,4,65,0,5,21433,3.95,13.73,4.32,17,5,-0.01,3.04,3.73,1.33,4,2865,2,5,45.5,5358,0,1,3.13,9.63,5358.25,8.5863927,9.9726871,1962.728938,0,1,0,1.4652015,0,1,0,22,471526,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0634921,1,0,0.2135691,1.4652015,0.3663004,1.8315018,1
174,9,90,1.29,2,2,48,4,4,65,0,5,20306,3.95,13.73,4.32,17,3,-0.04,-3,2.95,0.11,3,2865,2,5,45,5077,1,0,3.13,9.63,5076.5,8.5323773,9.9186717,3935.271318,0,1,0,2.3255814,0,1,0,22,446732,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0956108,2.3255814,0,2.3255814,1
175,22,90,2.68,2,2,48,4,4,65,0,5,21019,4.74,13.37,4.51,17,5,-0.04,3.03,2.71,0.14,2,2865,2,5,44.2,5255,0,1,3.13,9.63,5254.75,8.5668877,9.9531821,1960.727612,0,1,0,0.7462687,0,1,0,22.62,475449.78,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.2056079,0.7462687,0.3731343,1.8656716,1
176,19,90,1.56,2,2,48,4,4,65,0,5,22492,5.02,12.18,3.89,17,2,-0.05,-3.76,4.13,0.9,1,1515,2,5,43.5,5623,0,1,3.13,9.63,5623,8.6346206,10.020915,3604.48718,0,1,0,0.6410256,0,1,0,21.09,474356.28,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1280694,0.6410256,0.6410256,1.2820513,1
177,21,90,2.09,2,2,48,4,4,65,0,5,21065,5.02,12.18,3.89,17,3,-0.28,2.93,4.08,1.73,2,1910,2,5,43.8,5266,0,1,3.13,9.63,5266.25,8.5690738,9.9553682,2519.736842,0,1,0,0.9569378,0,1,0,21.09,444260.85,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1606944,0.9569378,0.4784689,1.4354067,1
178,2,90,0.59,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,1,-0.33,-2.11,1.78,0.57,1,5730,2,2,43,4978,0,1,3.13,9.63,4977.75,8.5127333,9.8990276,8436.864407,0,1,0,1.6949153,0,1,0,23.1,459944.1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.0428783,1.6949153,1.6949153,1.6949153,1
179,7,90,2,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,2,-0.31,-0.66,0.87,0.48,1,5730,2,5,47.3,4978,0,2,3.13,9.63,4977.75,8.5127333,9.8990276,2488.875,0,1,0,0.5,1,0,0,23.1,459944.1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.1453503,0.5,1,1,1
180,35,90,3.93,2,2,54,4,4,65,0,5,21238,4.07,13.28,4.79,17.4,5,0.23,4,4.9,0.24,5,1910,2,5,46.8,5310,1,0,3.13,9.63,5309.5,8.5772529,9.9635473,1351.017812,0,1,0,1.2722646,0,1,0,22.14,470209.32,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0740741,1,0,0.3046485,1.2722646,0,1.2722646,1
181,21,90,6.59,2,2,48,4,4,65,0,5,17403,4.1,13.3,4.8,17.4,7,-1.09,-4.6,6.36,0.42,9,1637,2,5,44.4,4351,0,1,3.13,9.63,4350.75,8.3781035,9.7643979,660.2048558,0,1,0,1.3657056,0,1,0,22.2,386346.6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0833333,1,0,0.4186031,1.3657056,0.1517451,1.0622155,1
182,20,90,5.2,2,2,48,4,4,65,0,5,16427,5.19,15.6,5.39,17.4,7,0.4,-2.24,2.15,0.26,5,1910,2,5,46.3,4107,0,1,0.69,0.55,4106.75,8.3203872,9.7066816,789.7596154,0,1,0,0.9615385,0,1,0,26.18,430058.86,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.3117845,0.9615385,0.1923077,1.3461538,1
183,0,90,0.58,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,3,-0.18,-1.97,1.79,0.95,1,2865,2,5,58.5,4524,0,0,0.69,0.55,4524,8.4171518,9.8034462,7800,0,0,1,1.7241379,0,1,0,22.72,411141.12,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0383092,1.7241379,0,5.1724138,1
184,4,90,1.46,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,2,-0.29,-1.66,1.26,1.6,2,2865,2,5,58,4524,0,0,0.69,0.55,4524,8.4171518,9.8034462,3098.630137,0,0,1,1.369863,0,1,0,22.72,411141.12,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0833333,1,0,0.0964336,1.369863,0,1.369863,1
